,nu,nd,iA,beta,delta,Iu,Id,I0,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,A_win,B_win,C_win,D_win,winner,u_high,u_low,aud,u_high_det,u_low_det,aud_det,total_shock,high_after_shock,high_ex_ante,different
10,8.603360886032632,1.0210329058894407,55.55917359101497,2.4254517415611687e-06,0.4722845570824361,49.21000064390307,22.621879435539448,11.745992261172745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,275.22631966099783,82.90844285539745,-32.63016533248393,609.8136202043821,122.61672061718882,41.06542616088903,-73.69559149337296,True,True,False
11,6.208998947326375,1.1205983445227297,18.39231882990131,0.6747652581694944,0.5366633958807582,86.68015109474149,8.940404022665582,26.854488110227727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,667.2758536677145,217.56338800452076,44.8680312483963,639.9695702366619,212.63515782321556,35.376322658752585,9.491708589643716,True,True,False
12,7.563434539752956,4.248042202398742,50.79023432790228,0.1390192794459717,0.27139422515246947,62.27793545180764,49.34463729571908,16.253152897949352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,-187.50199042201737,159.24783353586585,-119.50018319117183,764.5339282708449,693.9637406479321,53.25921093511823,-172.75939412629006,False,True,True
13,1.3603602113588809,1.3312811095927468,47.311191941226774,0.9380043138892,0.048306569756803475,50.47874778255309,40.15716293707129,36.003161689712414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,150.52507142859864,200.76791529974332,74.07188834569382,206.14329851978346,255.197245456034,117.03207392686521,-42.96018558117139,False,False,False
14,9.054053805347714,8.610423871401078,59.70989337315778,0.4000581543174653,0.7080060950380952,63.171445903139436,54.650918687976514,12.300131335964505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,351.43323374498317,804.7813060948461,-54.233679115730396,605.9419828890261,1046.819652257086,42.03518760281631,-96.2688667185467,False,False,False
15,3.942831378076257,3.3252782373176237,39.698893305119775,0.38901035659734917,0.17713676251293964,96.5749313311483,92.01146083999615,48.15135272110599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,1816.6893940065142,1838.110819511834,448.125629695775,781.2156259140883,964.8200149654301,128.96946531191622,319.15616438385877,False,False,False
16,5.061591265965424,0.6163856536643608,78.09134759460828,0.5941272794969121,0.7109612541061122,78.59002968703481,8.688806828505125,16.2593432321708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,395.26078431059375,96.57545919143156,-1.729207434295553,454.59986639021974,103.80159756839456,38.83076840608005,-40.5599758403756,True,True,False
17,3.1151909684306034,2.0130798333216493,19.990566991710136,0.421388934720068,0.9470482141541688,30.332448383179955,8.220396022916155,9.916539703915973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B,115.8463128901115,135.92314256245496,129.45926672186982,96.30176208026543,123.293181354506,10.97507592619775,118.48419079567208,False,False,False
18,7.423641935883544,0.5352954703431423,67.50846907759426,0.25191810927488034,0.6751408821986816,56.9354531747811,17.980424655010786,17.772771301736533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,399.3705836463267,59.274646828937264,-9.66058604187802,518.4189094109206,67.85884715596144,39.70351301040138,-49.3640990522794,True,True,False
19,9.440577529626497,3.8040796105022445,43.96613472379375,0.8396399222204372,0.8397062756060326,86.41881488785455,59.519589279182526,78.24890148289172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,670.6404409314498,598.978538850596,-95.95348409993458,944.9196024946084,709.4992948968993,85.29639696497556,-181.24988106491014,True,True,False
20,9.188348757476009,4.499082026222544,43.187150127531325,0.5916304956751199,0.695408608475099,92.29638197346416,64.07042219862711,14.244395742393412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,324.0726590308524,573.9314196211096,-187.22270974379134,924.7322308516832,868.0448403006234,27.398829895732984,-214.62153963952431,False,True,True
21,8.09415345053955,3.987414112060379,60.06714892564366,0.5461727340727035,0.2992736833038442,91.47810448762857,34.124109827741535,12.589062844325905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,40.15896670858169,384.5445533719846,-123.46707141626571,1050.5693611817,882.3019396772864,54.67969486543164,-178.14676628169735,False,True,True
