,nu,nd,iA,beta,delta,Iu,Id,I0,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,A_win,B_win,C_win,D_win,winner
54,4.245789726754969,1.2432730616534071,8.289661427735629,0.889353423951416,0.9442556742552984,75.49595036395029,47.71597469924361,45.67090485245959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
55,8.050523387081789,6.329283057775536,22.46589670804926,0.7683910011704936,0.8785428925010145,97.87086821054949,2.284667909237448,93.05964376940153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,D
56,6.723837430002625,1.139291289721035,54.57970075681503,0.7625075057884436,0.7922682061038028,58.94251209505108,56.96154783901869,58.805538827952866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
57,8.830739140692943,5.312872523061571,48.8188097221239,0.2982280429211288,0.6138080043762912,66.77068915280363,64.2431804385382,29.75067650372225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
58,9.761233112846769,3.044475228260443,87.98845330401545,0.15694010288704596,0.16964428364105744,59.10541737973224,34.616868093840615,35.19972196139929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
59,6.174073233219457,0.7563836491089659,34.81574356077984,0.8396409685752376,0.024952759438838013,62.84624696705647,33.453369759770766,39.60795244523072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
60,6.89121805073569,4.207338660973333,14.192615567274869,0.5191533700483804,0.7439020147075158,74.4181175934574,0.5203596971817048,40.509148659727856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,D
61,5.507484074664904,2.4294618534233248,84.54830674822385,0.6584449572763322,0.05093945992149573,98.13368669025294,70.97142073233249,40.786434872559006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
62,9.631847797843028,1.5475294715024446,76.88375008465103,0.6504119668712302,0.7066541402761525,54.48043672409665,40.83433726995127,37.643035812425595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
63,9.07848267347417,7.710567810971261,98.302151897998,0.1976420258171533,0.5605492878799607,71.51325989205684,53.13803284855131,5.743420691075906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
64,5.653591230530262,4.87847521261657,26.044446967444458,0.7513253577490784,0.9316201930781586,71.93782129912698,44.66982024818488,12.971099252171747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
65,4.568289142116449,3.4186657033600243,87.05459598321343,0.26872211771617227,0.656417846438242,98.91698387362365,5.569747465996255,73.61421892226427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
66,9.962357907557267,1.7417143499549204,96.49777527057188,0.7743745834751375,0.9587582059990414,82.96425554775155,58.323849429380594,49.43437698584607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
67,7.545356501649652,5.686467579915176,15.939476670525043,0.8874514455023207,0.4239965688903041,91.78622958116549,55.80174350250691,30.44035434099127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
68,5.655287711738351,4.583491843616815,74.1743932522938,0.7835060518171643,0.07108010292439726,77.53522428374029,49.62471934200822,75.22071751524363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,C
69,1.2202141968590208,1.1904619653161574,34.35103806342086,0.8071329267560636,0.10001968375911963,98.57560848898152,97.78176546631376,7.1258919798416915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A
70,8.30740323978569,2.8200742199127693,24.23480782509605,0.7654193967865817,0.40231382406791494,94.75299159501247,70.48090119650499,44.95590827466568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
71,6.656950035810915,3.8273874449882284,40.11078587027822,0.5179040944278462,0.35390887207279453,83.7626781136931,76.66362161383968,26.158527446696112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
72,7.8503757648367944,2.5032778676890963,25.713589165144125,0.9801761992733204,0.3214841273105882,55.59049613617153,47.93225447665858,44.66549202876106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
73,3.2624169995821894,1.3440477614042967,86.91925430242605,0.5406503285488186,0.854769521063089,78.38517508133424,13.764513032864789,39.57658587877349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
